Institution,School Name,Main,Classification,Longitude,Latitude,Physical Address,Oral Pills (contraception),Injectables,IUDs  (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,Sexuality Transmitted Infections Screenings
University of South Africa (GT),Ormonde,,University,27.98125,-26.259,,,,,,,,,,,,,,,,,,,,,
University of South Africa (GT),Pretoria Central,,University,28.18102,-25.759,,,,,,,,,,,,,,,,,,,,,
University of South Africa (GT),Pretoria Dwellings,,University,28.207,-25.75142,,,,,,,,,,,,,,,,,,,,,
University of South Africa (GT),Sunnyside,,University,28.18151,-25.758,,,,,,,,,,,,,,,,,,,,,
University of South Africa (GT),Vereeniging ,,University,27.831,-26.6891,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Alma and Du Toit Pretoria,,University,28.201,-25.7593,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Arcadia Campus Pretoria,,University,28.2,-25.73116,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Arts Campus Pretoria,,University,28.18131,-25.7375,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Baobab Manor Residence,,University,29.43147,-23.87128,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Breytenbach Theatre Pretoria,,University,28.18153,-25.7541,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Building and Estates Pretoria ,,University,28.1761,-25.7387,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Cape Town Bellville Campus,,University,18.62113,-33.88158,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,CSIR: Polymer Technology PTA,,University,28.2784,-25.7537,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,EKHAYA JUNCTION RESIDENCE,,University,28.2769,-25.1273,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,eMalahleni Campus,,University,29.2334,-25.87112,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Experiential Learning Farm Cam,,University,28.225,-25.602,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Ga-Rankuwa Campus,,University,28.027,-25.60155,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Heidehof Residence Pretoria,,University,28.18146,-25.7381,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Kollegehof Residence Pretoria,,University,28.2054,-25.72135,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Kosmos Guesthouse Pretoria ,,University,28.1816,-25.7559,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Legae Residence Pretoria,,University,28.17162,-25.7578,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Leseding Campus Pretoria,,University,28.18161,-25.73125,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Mabaleng Residence eMalahleni,,University,29.22128,-25.8827,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Mbombela Campus,,University,30.9541,-25.503,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Mebala Residence Mbombela,,University,30.95138,-25.472,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,METRO SKINNER Pretoria,,University,28.1832,-25.7511,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Momentum House Durban Campus,,University,31.2145,-29.8513,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Monitor Residence Pretoria,,University,28.17139,-25.7266,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Nzasm Guesthouse Pretoria ,,University,28.18154,-25.7549,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Old Mutual Industrial Park PTA,,University,28.179,-25.723,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,PREMOS: Arts - Pretoria,,University,28.15143,-25.7348,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Pretoria Campus,Yes,University,28.1592,-25.7352,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Soshanguve (North) Campus,,University,28.10131,-25.5235,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Soshanguve (South) Campus,,University,28.8133,-25.53107,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Telkom Residence Soshanguve,,University,28.10113,-25.5298,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Tempo Residence Pretoria,,University,28.205,-25.7557,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Toppieshoek Recreation Campus ,,University,27.8799,-25.7724,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Urban Cove Residence Mbombela,,University,30.9762,-25.4786,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,West City Residence Pretoria,,University,28.1027,-25.7553,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Zaragosapark Flats Pretoria,,University,28.2032,-25.6815,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Zethushof Flats Pretoria,,University,28.20106,-25.73158,,,,,,,,,,,,,,,,,,,,,
Vaal University of Technology,EAST RAND DAVEYTON CAMPUS,,University,28.38142,-26.1311,,,,,,,,,,,,,,,,,,,,,
Vaal University of Technology,EDUCITY Science Park,,University,27.8318,-26.60135,,,,,,,,,,,,,,,,,,,,,
Vaal University of Technology,SECUNDA,,University,29.223,-26.48121,,,,,,,,,,,,,,,,,,,,,
Vaal University of Technology,UPINGTON ,,University,21.23135,-28.4549,,,,,,,,,,,,,,,,,,,,,
Vaal University of Technology,VANDERBIJLPARK,Yes,University,27.85122,-26.701,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,BARAGWANETH HOSPITAL,,University,27.9372,-26.25115,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,CORONATION HOSPITAL,,University,27.9766,-26.1851,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,DONALD GORDON HOSPITAL,,University,28.311,-26.17125,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,EAST CAMPUS,,University,28.2136,-26.1882,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,FRANKENWALD (SCIENCE PARK),,University,28.1063,-26.767,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,HELEN JOSEPH HOSPITAL,,University,27.986,-26.1821,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,JOHANNESBURG HOSPITAL,,University,28.3124,-26.1789,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,MANAGEMENT CAMPUS,,University,28.326,-26.17149,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,MEDICAL SCHOOL,,University,28.3119,-26.1798,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,MULDERSDRIFT CLINIC,,University,27.7559,-26.2157,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,PULLEN FARM,,University,31.17147,-25.5753,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,STERKFONTAIN CAVES,,University,27.72161,-26.28,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,STURROCK PARK,,University,28.265,-26.1897,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,WEST CAMPUS,,University,28.294,-26.1869,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,WITS EDUCATION CAMPUS ,Yes,University,28.393,-26.17147,,,,,,,,,,,,,,,,,,,,,
University of Witwatersrand,WITS RURAL,,University,31.8156,-24.53127,,,,,,,,,,,,,,,,,,,,,
Sefako Makgatho Health Science University,MAIN CAMPUS,Yes,University,25.6015,-28.0164,,,,,,,,,,,,,,,,,,,,,
Tshwane South TVET College,Tshwane South TVET College - Central Office,Yes,Technical and vocational education and training,28.182466,-25.750131,85 FRANCIS BAARD STREET PRETORIA GAUTENG 0002,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Central Office,Yes,Technical and vocational education and training,28.1804078,-25.7431064,52 POTGEITER STREET PRETORIA  0001,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Central Office,Yes,Technical and vocational education and training,28.157257,-26.2096209,Cnr Sol and Driehoek Road Germiston  1401,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Central Office,Yes,Technical and vocational education and training,28.404232,-26.289882,SAM NGEMA RD KWA-THEMBA SPRINGS 1560,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Central Office,Yes,Technical and vocational education and training,27.8604407,-26.266943,1822A MOLELE STREET CNR KOMA ROAD SOWETO 1801,,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Central Office,Yes,Technical and vocational education and training,28.0489005,-26.1754862,"CENTRAL OFFICE 1 5 Ubla Road (Off Princess of Wales Terrace) PARKTOWN,Johannesburg 2193",,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Central Office,Yes,Technical and vocational education and training,27.7094809,-26.1701779,42 JOHNSTONE STREET HOMELAKE RANDFONTEIN 1759,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Central Office,Yes,Technical and vocational education and training,27.9307178,-26.6782807,37 Voortrekker Str Vereeniging  1983,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Carletonville Impala Platinum,,Technical and vocational education and training,27.397346,-26.350044,C/O ANNAN ROAD and SOUTH STREET CARLETONVILLE  2499,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Carletonville New Vaal Colleries,,Technical and vocational education and training,27.397346,-26.350044,C/O ANNAN ROAD and SOUTH STREET CARLETONVILLE  2499,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Randfontein Tshikondeni,,Technical and vocational education and training,27.664019,-26.183194,"Droogeheuvlei 251-Io, Randfontein",,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Randfontein Modikwa,,Technical and vocational education and training,27.678685,-26.19915,RANDFONTEIN  HENDRISLAAS MODIKWA PLATINUM 1129,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Randfontein Roodepark,,Technical and vocational education and training,27.89522,-26.16744,50 CLARONDIN ROODEPARK SCHOOL DISCOVERY  1709,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Randfontein Pro/Practical,,Technical and vocational education and training,27.748271,-26.102724,273 LUIPAARD ROODEPARK SCHOOL KRUGERSDORP  1739,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Selbourne Campus,,Technical and vocational education and training,27.930718,-26.678281,37 VOORTREKKER STREET VEREENIGING  1930,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Heidelberg Campus,,Technical and vocational education and training,28.3589193,-26.5042298,1 Frazer Avenue Heidelberg  1438,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Rosslyn Campus,,Technical and vocational education and training,28.076704,-25.6271889,Ernest Oppenheimwer Street Rosslyn PRETORIA 0001,,,,,,,,,,,,,,,,,,,,
Tshwane South TVET College,Tshwane South TVET College - Odi Campus,,Technical and vocational education and training,28.0321142,-25.5255946,MOLEFE MAKINTA HIGHWAY OPPOSITE MORULA SUN MABOPANE 0190,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Krugersdorp West Campus,,Technical and vocational education and training,27.7476292,-26.0916839,C/O FLEMMING & FIGULUS STREET KRUGERSDORP KRUGERSDORP 1740,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Thuba Makote Campus,,Technical and vocational education and training,27.5362665,-25.9945912,STAND NO. 2 DR SCHOEMAN STREET GA-MOHALE 1791,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Roodepoort West Campus,,Technical and vocational education and training,27.86134,-26.15387,1 HINDA & LAWSON STREET ROODEPOORT  1724,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Alberton Campus,,Technical and vocational education and training,28.098371,-26.345557,Lake Arthur Street 25 Brackendown  1448,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Benoni,,Technical and vocational education and training,28.3217206,-26.162313,50 O'REILLY MERRY ST NORTHMEAD BENONI 1500,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Boksburg Campus,,Technical and vocational education and training,28.238703,-26.2179136,North Street 49 Plantation Boksburg 1460,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Brakpan,,Technical and vocational education and training,28.3693114,-26.2359259,98 VICTORIA AVE BRAKPAN  1540,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Carletonville Campus,,Technical and vocational education and training,27.396283,-26.3494517,C/O ANNAN AND SOUTH STREET CALLETONVILLE CARLETONVILLE 2500,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Pretoria Campus,,Technical and vocational education and training,28.1985402,-25.7457475,420 Helen Joseph Street Pretoria CBD PRETORIA 0001,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Germiston Campus,,Technical and vocational education and training,28.153464,-26.211844,Cnr Sol and Driehoek Road Germiston  1401,,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Riverlea,,Technical and vocational education and training,27.9805644,-26.2118247,"RIVERLEA CAMPUS 39 Ashburton Street RIVERLEA,Johannesburg 2093",,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Ellispark,,Technical and vocational education and training,28.058797,-26.1966853,ELLIS PARK CAMPUS 25 Currey Street DOORNFONTEIN 2094,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Kempton Campus,,Technical and vocational education and training,28.2262861,-26.0793213,Cnr Partridge Ave and Pretoria Road KEMPTON PARK  1620,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Krugersdorp Campus,,Technical and vocational education and training,27.7722617,-26.1050476,CNR MARKET AND VON BRANDIS STREETS KRUGERSDORP KRUGERSDORP 1739,,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Parktown,,Technical and vocational education and training,28.0489005,-26.1754862,PARKTOWN CAMPUS 5 Ubla Avenue Off Princess of Wales Terrace 2193,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Pretoria Part Time Campus,,Technical and vocational education and training,28.1804078,-25.7431064,52 POTGIETER STREET PRETORIA  0001,,,,,,,,,,,,,,,,,,,,
Tshwane South TVET College,Tshwane South TVET College - Pretoria West Campus,,Technical and vocational education and training,28.1360405,-25.7616594,150 INDUSTRIAL ROAD PRETORIA WEST GAUTENG 0183,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western TVET College - Randfontein Campus,,Technical and vocational education and training,27.6783805,-26.1846942,KIEWIET STREET HELIKONPARK  1759,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Roodepoort Campus,,Technical and vocational education and training,27.8663846,-26.1435655,WEBBER STREET HORIZON VIEW ROODEPOORT 1724,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Springs,,Technical and vocational education and training,28.4318158,-26.2586056,PLANTATION ROAD SPRINGS  1560,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Vanderbijlpark Campus,,Technical and vocational education and training,27.83433,-26.69127,6 Frikke Meyer Blvd Vanderbijlpark  1911,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Vereeniging Campus,,Technical and vocational education and training,27.9310882,-26.6767589,33 Voortrekker Str Vereeniging  1935,,,,,,,,,,,,,,,,,,,,
Tshwane South TVET College,Tshwane South TVET College - Centurion Campus,,Technical and vocational education and training,28.1872856,-25.8103274,COLLEGE AVE TEK BASE LYTTELTON 0142,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Carletonville Kloof,,Technical and vocational education and training,27.397346,-26.350044,C/O ANNAN ROAD and SOUTH STREET CARLETONVILLE (GAUTENG)  2499,,,,,,,,,,,,,,,,,,,,
Western TVET College,Western - College TVET College - Carletonville Anglo Platinum,,Technical and vocational education and training,27.397346,-26.350044,C/O ANNAN ROAD and SOUTH STRET CARLETONVILLE (GAUTENG)  2499,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Soshanguve North Campus,,Technical and vocational education and training,28.1273454,-25.4844032,1973 Phirima Road Block G SOSHANGUVE 0152,,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Alexandra,,Technical and vocational education and training,28.10374,-26.11368,ALEXANDRA CAMPUS Cnr Canning & Ninth Road Kew 2090,,,,,,,,,,,,,,,,,,,,
Tshwane South TVET College,Tshwane South TVET College - Atteridgeville Campus,,Technical and vocational education and training,28.0863417,-25.7627782,5 KHOSA STR ATTERIDGEVILLE PRETORIA 0008,,,,,,,,,,,,,,,,,,,,
Central Johannesburg TVET College,Central Johannesburg TVET College - Eastside Campus,,Technical and vocational education and training,28.038687,-26.181658,5 UBLA AVENUE PARKTOWN JOHANNESBURG  2041,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - George Tabor Campus,,Technical and vocational education and training,27.8929723,-26.2488092,1440 MNCUBE DRIVE DUBE SOWETO 1801,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Daveyton,,Technical and vocational education and training,28.4102611,-26.159466,HEALD ST DAVEYTON  1510,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Lazarus Nhlapo Campus,,Technical and vocational education and training,28.1861354,-26.0243726,Esiqongweni Section 9 Tembisa  1620,,,,,,,,,,,,,,,,,,,,
Sedibeng TVET College,Sedibeng TVET College - Sebokeng Campus,,Technical and vocational education and training,27.8408424,-26.6087594,4 Samuel Str Sebokeng  1983,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Dobsonville Campus,,Technical and vocational education and training,27.877861,-26.2143349,5604 VAN ONSELEN RD DOBSONVILLE  1863,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Molapo Campus,,Technical and vocational education and training,27.8604407,-26.266943,1822B MOLELE STREET CNR KOMA ROAD SOWETO 1801,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Soshanguve South Campus,,Technical and vocational education and training,28.0976179,-25.5100448,College Road Block L SOSHANGUVE 0152,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Mamelodi Campus,,Technical and vocational education and training,28.3716099,-25.721867,19403 Serapeng Road Mamelodi East MAMELODI EAST Pretoria 0122,,,,,,,,,,,,,,,,,,,,
Ekurhuleni East TVET College,Ekurhuleni East TVET College - Kwa-Thema,,Technical and vocational education and training,28.403806,-26.289972,SAM NGEMA ROAD KWA-THEMA SPRINGS 1560,,,,,,,,,,,,,,,,,,,,
Ekurhuleni West TVET College,Ekurhuleni West TVET College - Usizo Kathorus Campus,,Technical and vocational education and training,28.1612726,-26.3408378,Palime Section 782 Katlehong  1457,,,,,,,,,,,,,,,,,,,,
South West Gauteng TVET College,South West Gauteng TVET College - Technisa Campus,,Technical and vocational education and training,28.016412,-26.10242,CNR HUGUENOT AVENUE & MAIN STREET BORDEAUX RANDBURG 2194,,,,,,,,,,,,,,,,,,,,
Tshwane North TVET College,Tshwane North TVET College - Temba Campus,,Technical and vocational education and training,28.2789735,-25.3770675,Jublilee Road Temba TEMBA 0401,,,,,,,,,,,,,,,,,,,,
Durban University of Technology,DURBAN,Yes,University,31.036,-29.8525,,,,,,,,,,,,,,,,,,,,,
Durban University of Technology,MIDLANDS -RIVERSIDE,,University,30.38122,-29.6061,,,,,,,,,,,,,,,,,,,,,
Durban University of Technology,MIDLANDS-INDUMISO,,University,30.38122,-29.6061,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Africa Centre ,,University,32.20143,-28.4059,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,CASME,,University,30.834,-29.829,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Edgewood,,University,30.834,-29.829,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Howard College,,University,30.9772,-29.874,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Medical School,,University,30.9869,-29.8777,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Pietermaritzburg,,University,30.38164,-29.62144,,,,,,,,,,,,,,,,,,,,,
University of KwaZulu-Natal,Westville,Yes,University,30.9394,-29.8212,,,,,,,,,,,,,,,,,,,,,
University of South Africa (KZN),Durban,Yes,University,31.2139,-29.83156,,,,,,,,,,,,,,,,,,,,,
University of South Africa (KZN),Newcastle,,University,29.92151,-27.75101,,,,,,,,,,,,,,,,,,,,,
University of South Africa (KZN),Pietermaritzburg,,University,30.374,-29.60105,,,,,,,,,,,,,,,,,,,,,
University of South Africa (KZN),Richards Bay,,University,32.3105,-28.7547,,,,,,,,,,,,,,,,,,,,,
University of Zululand,MAIN CAMPUS,Yes,University,31.8395,-28.8574,,,,,,,,,,,,,,,,,,,,,
University of Zululand,RICHARDS BAY CAMPUS,,University,32.3155,-28.7575,,,,,,,,,,,,,,,,,,,,,
University of Zululand,UMLAZI CAMPUS,,University,30.9,-29.97,,,,,,,,,,,,,,,,,,,,,
Mangosuthu University of Technology,MANGOSUTHU ,Yes,University,30.9036,-29.977,,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Central Office,Yes,Technical and vocational education and training,30.8101939,-27.7739577,266 SOUTH STREET VRYHEID VRYHEID 3100,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Central Office,Yes,Technical and vocational education and training,32.0754416,-28.7651018,NABOOMNEK STREET ARBORETUM RICHARDS BAY 3900,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Central Office,Yes,Technical and vocational education and training,29.9410324,-27.7628289,83 ALLAN STREET NEWCASTLE NEWCASTLE 2940,,,,,,,,,,,,,,,,,,,,
Mnambithi TVET College,Mnambithi TVET College - Central Office,,Technical and vocational education and training,29.77808,-28.56271,77 MURCHISON STREET LADYSMITH LADYSMITH 3370,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Central,Yes,Technical and vocational education and training,30.8699751,-29.8231483,15 PORTSMOUTH ROAD PINETOWN PINETOWN 3610,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Central Office,Yes,Technical and vocational education and training,30.878436,-30.027743,50051 OLD MAIN ROAD KWAMAKHUTHA KWAMAKHUTHA 4126,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Central Office,Yes,Technical and vocational education and training,30.98774,-29.826419,262 D'AINTREE AVENUE ASHERVILLE ASHERVILLE 4091,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Central Office,Yes,Technical and vocational education and training,30.3738345,-29.6122703,44 BURGER STREET PIETERMARITZBURG PM BURG 3201,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Central Office,Yes,Technical and vocational education and training,30.452853,-30.7370746,"LOT 462 No 3 Shooters Hill, Nelson Mandela Port Shepstone 4240",,,,,,,,,,,,,,,,,,,,
