Institution,School Name,Main,Classification,Longitude,Latitude,Physical Address,Oral Pills (contraception),Injectables,IUDs  (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,Sexuality Transmitted Infections Screenings
Umgungundlovu TVET College,Umgungundlovu TVET College - Edendale Campus,,Technical and vocational education and training,30.2945362,-29.6509625,WATERFALL STREET PMB PMB 3200,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Enyenyezi Campus,,Technical and vocational education and training,30.4237786,-30.7520738,Off Main Harding Road Boboyi Township Port Shepstone 4240,,,,,,,,,,,,,,,,,,,,
Mnambithi TVET College,Mnambithi TVET College - Ezakheni Campus,,Technical and vocational education and training,29.8795134,-28.6301045,MANQAWASHE STREET EZAKHENI E SECTION EZAKHENI 3381,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Majuba Technology Centre Campus,,Technical and vocational education and training,30.0369112,-27.7488856,NKOSI ALBERT LUTHULI SECTION 5 MADADENI 2951,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Nongoma Campus,,Technical and vocational education and training,31.6480534,-27.9056643,22A NONGOMA MAIN STREET NONGOMA NONGOMA 3950,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Ntuzuma Campus,,Technical and vocational education and training,30.943904,-29.723506,384 ITHENDELE DRIVE NTUZUMA NTUZUMA 4359,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Plessislaer Campus,,Technical and vocational education and training,30.3477383,-29.6538024,FJ SITHOLE ROAD IMBALI PMB 3200,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Kwamashu Tvet Campus,,Technical and vocational education and training,30.9884021,-29.745557,F5 MALANDELA DRIVE PINETOWN KWAMASHU 4360,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Swinton Road Campus,,Technical and vocational education and training,30.9515086,-29.9465514,SWINTON ROAD MOBENI DURBAN 4060,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Umlazi-v Campus,,Technical and vocational education and training,30.9262005,-29.9654788,V1294 Spinal Road UMLAZI V SECTION UMLAZI V SECTION 4110,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Asherville Campus,,Technical and vocational education and training,30.98774,-29.826419,262 DAINTREE AVENUE ASHERVILLE DURBAN 4015,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Mandeni Campus,,Technical and vocational education and training,31.41123,-29.1525,END ANDERSON ROAD LOT 47 MANDENI TOWNSHIP MANDENI 4490,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Eshowe Campus,,Technical and vocational education and training,31.4964858,-28.8885565,KING DINIZULU ROAD ESHOWE ESHOWE 3815,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Umlazi-bb Campus,,Technical and vocational education and training,30.856179,-29.9783206,1258 Nandi Drive Umlazi BB Umlazi BB 4126,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Umbumbulu Campus,,Technical and vocational education and training,30.878436,-30.027743,50051 OLD MAIN ROAD KWAMAKHUTHA KWAMAKHUTHA 4126,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Centre For People Development Campus,,Technical and vocational education and training,30.0369112,-27.7488856,DR NELSON MANDELA DRIVE SECTION 2 MADADENI 2951,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Assalaam Campus,,Technical and vocational education and training,30.5595696,-30.3106948,Road D691 BRAEMAR BRAMAER 4202,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Umbilo Campus,,Technical and vocational education and training,30.9969077,-29.8689769,351 UMBILO ROAD UMBILO UMBILO 4000,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Gamalakhe Campus,,Technical and vocational education and training,30.3349024,-30.8061002,52 Veronica Road Gamalakhe Township Port Shepstone 4249,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Mpumalanga Campus,,Technical and vocational education and training,30.6292593,-29.8083693,280 SHEZI MAIN ROAD PINETOWN MPUMALANGA 3700,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Kwa-gqikazi Campus,,Technical and vocational education and training,31.6480534,-27.9056643,22A NONGOMA MAIN ROAD NONGOMA NONGOMA 3950,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Maputa Campus,,Technical and vocational education and training,32.7372348,-26.9859323,NEXT TO SHAINA HIGH SCHOOL FORMER SHAYINA BOAR THANDIZWE 3973,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Esikhawini Campus,,Technical and vocational education and training,32.0226548,-28.6636739,648 UQHUME STREET ENSELENI ENSELENI 3880,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Clydesdale Campus,,Technical and vocational education and training,29.9359301,-30.2712908,R56 KOKSTAD ROUTE Clydesdale Umzimkulu 3297,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Emandleni Campus,,Technical and vocational education and training,31.4188356,-28.3597106,VULCAN FARM ULUNDI ULUNDI 3838,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Qadi Campus,,Technical and vocational education and training,30.7397893,-29.7471846,ZULU RESERVE ROAD PINETOWN BOTHA'S HILL 3610,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Mgazi It Centre,,Technical and vocational education and training,30.6681566,-28.2189965,1557 Mangosuthu Drive NQUTU NQUTU 3135,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Ixopo Campus,,Technical and vocational education and training,30.0694123,-30.1531579,,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Springfield Campus,,Technical and vocational education and training,30.98126292,-29.80870413,Cnr  UMGENI & BISASAR ROAD SPRINGFIELD PARK DURBAN 4015,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Centec Campus,,Technical and vocational education and training,31.0043759,-29.8268075,75 EARL HAIG ROAD ROSEGLEN DURBAN 4001,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Durban Campus,,Technical and vocational education and training,30.9942208,-29.8746239,1 JAMESON CRESCENT CONGELLA CONGELLA 4013,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Melbourne Campus,,Technical and vocational education and training,31.0061456,-29.8642674,47 MELBOURNE ROAD DALBRIDGE DURBAN 4014,,,,,,,,,,,,,,,,,,,,
Mnambithi TVET College,Mnambithi TVET College - Ladysmith Campus,,Technical and vocational education and training,29.82256,-28.58174,12  WALTON STREET LADYSMITH LADYSMITH 3370,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Newcastle Technology Centre Campus,,Technical and vocational education and training,29.9511293,-27.7368189,FW BEYERS AVENUE BARRY HERTZOG PARK NEWCASTLE 2940,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Msunduzi Campus,,Technical and vocational education and training,30.3726969,-29.6051278,114 Pietermaritz Street Pietermaritzburg KZN 3201,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Pinetown Campus,,Technical and vocational education and training,30.87035,-29.82185,38 BAMBOO LANE PINETOWN PINETOWN 3610,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Port Shepstone Campus,,Technical and vocational education and training,30.4301491,-30.777099,1 Hillside Crescent Oslo Beach Port Shepstone 4240,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Richtek Campus,,Technical and vocational education and training,32.0744339,-28.762756,CNR VIA RICHARDIA AND NABOOMNEK ARBORETUM RICHARDS BAY 3900,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - It & Business Campus,,Technical and vocational education and training,29.9471159,-27.7407865,04 TOMMY BOYDEL AVENUE BARRY HERTZOG PARK NEWCASTLE 2940,,,,,,,,,,,,,,,,,,,,
Mthashana TVET College,Mthashana TVET College - Vryheid Campus,,Technical and vocational education and training,30.7820616,-27.768581,92 HLOBANE STREET 9 LANDDROS STREET VRYHEID 3100,,,,,,,,,,,,,,,,,,,,
Thekwini TVET College,Thekwini TVET College - Cato Manor Campus,,Technical and vocational education and training,30.977036,-29.858839,C/O BOOTH & RIDGEVIEW ROAD CATO MANOR CATO MANOR 4091,,,,,,,,,,,,,,,,,,,,
Mnambithi TVET College,Mnambithi TVET College - Estcourt Campus,,Technical and vocational education and training,29.86652,-29.00544,10 SHEPSTONE ROAD ESTCOURT ESTCOURT 3310,,,,,,,,,,,,,,,,,,,,
Mnambithi TVET College,Mnambithi TVET College - Ezakheni A Campus,,Technical and vocational education and training,29.8891832,-28.6370786,ROLIHLAHLA STREET EZAKHENI A SECTION EZAKHENI 3381,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Kwadabeka Campus,,Technical and vocational education and training,30.8939566,-29.7765193,352 WYEBANK ROAD PINETOWN CLERMONT 3610,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Inanda Campus,,Technical and vocational education and training,30.9615298,-29.6979838,131 108812 STREET INANDA INANDA 4310,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Dundee Technology Centre Campus,,Technical and vocational education and training,30.2346028,-28.1649032,68 VICTORIA STREET OPPOSITE POST OFFICE DUNDEE 3000,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Appelsbosch Campus,,Technical and vocational education and training,30.9044342,-29.4072008,ROAD D1621 APPPELSBOSCH HOSPITAL ROAD OZWATHINI OZWATHINI 3242,,,,,,,,,,,,,,,,,,,,
Umfolozi TVET College,Umfolozi TVET College - Chief Albert Luthuli Campus,,Technical and vocational education and training,31.2533813,-29.3861916,CNR R102 AND D270 GROUTVILLE (NEAR DUBEVILLAGE STA.) STANGER 4450,,,,,,,,,,,,,,,,,,,,
Elangeni TVET College - Central,Elangeni TVET College - Ndwedwe Campus,,Technical and vocational education and training,30.9311024,-29.5187128,P100 MAIN ROAD NDWEDWE NDWEDWE 4342,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Umzimkulu Campus,,Technical and vocational education and training,29.9306491,-30.263027,113 Mankofu Road Umzimkulu Umzimkulu 3297,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Dundee Tecnology Centre 2 Campus,,Technical and vocational education and training,30.2153054,-28.1631653,93 KAREL LANDMAN STREET DUNDEE DUNDEE 3000,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Nqamuza Cdc Campus,,Technical and vocational education and training,30.23311,-31.014015,CORNER OF R61 AND NZIMAKWE ROADS Munster Port Edward 4278,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Harding Cdc Campus,,Technical and vocational education and training,29.891208,-30.574136,Corner of Livingstone and Balance Roads Harding Harding 4680,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Umtwalume Cdc Campus,,Technical and vocational education and training,30.59902972,-30.50635892,Ward 19 Umnafu Area Umtwalume 4186,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Inyonemhlophe Cdc Campus,,Technical and vocational education and training,30.7040976,-29.9845879,Ward 1 Umbumbulu Reserve Umdumezulu Area 4105,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Oshabeni Cdc Campus,,Technical and vocational education and training,30.3571991,-30.6263112,Ward 4 St Faith Road Mpakameni Area 4240,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Midlands Campus,,Technical and vocational education and training,30.3669797,-29.6074221,CNR MAYORSWALK & PINE STRT PMB PMB 3201,,,,,,,,,,,,,,,,,,,,
Coastal TVET College,Coastal TVET College - Ubuhlebugo Campus,,Technical and vocational education and training,30,-30,Main Road Ubuhlebugo Umzinto 4000,,,,,,,,,,,,,,,,,,,,
Esayidi TVET College,Esayidi TVET College - Kokstad Campus,,Technical and vocational education and training,29.419411,-30.557868,Old Show Grounds Scott Street Kokstad 4700,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Northdale Campus,,Technical and vocational education and training,30.402066,-29.562485,CNR BALHAMBRA & NEWHOLMES WAY NORTHDALE PMB 3201,,,,,,,,,,,,,,,,,,,,
Umgungundlovu TVET College,Umgungundlovu TVET College - Mawele Campus,,Technical and vocational education and training,30.5682028,-28.7335217,D1269 Road Othame area MSINGA TOP 3010,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Ncome Campus,,Technical and vocational education and training,30.036885,-27.748915,,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Ekuseni TVET Campus,,Technical and vocational education and training,29.948365,-27.740571,,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Westville Prison,,Technical and vocational education and training,29.94445,-27.765073,,,,,,,,,,,,,,,,,,,,,
Majuba TVET College,Majuba TVET College - Waterval Campus,,Technical and vocational education and training,28.980332,-24.152138,,,,,,,,,,,,,,,,,,,,,
University of Limpopo,EDUPARK,,University,29.4753,-23.9283,,,,,,,,,,,,,,,,,,,,,
University of Limpopo,MEDUNSA CAMPUS,,University,25.6015,-28.0164,,,,,,,,,,,,,,,,,,,,,
University of Limpopo,TURFLOOP CAMPUS,Yes,University,29.736,-23.8831,,,,,,,,,,,,,,,,,,,,,
University of South Africa (LP),Giyani,,University,30.681,-23.3086,,,,,,,,,,,,,,,,,,,,,
University of South Africa (LP),Makhado,,University,29.9073,-23.379,,,,,,,,,,,,,,,,,,,,,
University of South Africa (LP),Polokwane,Yes,University,29.4537,-23.9016,,,,,,,,,,,,,,,,,,,,,
Tshwane University of Technology,Polokwane Campus,,University,29.43159,-23.90162,,,,,,,,,,,,,,,,,,,,,
University of Venda,LOUIS TRICHARDT HOUSING,,University,30.2528,-23.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,MAIN CAMPUS,Yes,University,30.1728,-23.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,MUTALE,,University,30.1728,-22.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,SIBASA STAFF HOUSES,,University,30.1728,-22.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,STAFF HOUSES-T/NDOU BLOCK F,,University,30.1728,-23.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,THOHOYANDOU BLOCK C ,,University,30.1728,-22.1728,,,,,,,,,,,,,,,,,,,,,
University of Venda,THOHOYANDOU BLOCK D,,University,22.3764,-30.5085,,,,,,,,,,,,,,,,,,,,,
University of Venda,UNIVEN FOUNDATION OFFICES,,University,28.2542,-26.2542,,,,,,,,,,,,,,,,,,,,,
University of Venda,VUWANI,,University,23.3864,-30.5085,,,,,,,,,,,,,,,,,,,,,
Lephalale TVET College,Lephalale TVET College - Central Office,Yes,Technical and vocational education and training,27.6861959,-23.6825283,", ",,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Central Office,Yes,Technical and vocational education and training,29.4537285,-23.9175262,16 MARKET STREET POLOKWANE POLOKWANE 0700,,,,,,,,,,,,,,,,,,,,
Waterberg TVET College  Campus,Waterberg TVET College - Central Office Campus,Yes,Technical and vocational education and training,29.0090822,-24.2000296,CNR HOOGE AND TOTIUS STR MOKOPANE MOKOPANE 0601,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Central Office,,Technical and vocational education and training,30.4692373,-22.9467426,SITE 203A SIBASA SIBASA LIMPOPO 0970,,,,,,,,,,,,,,,,,,,,
Mopani South East TVET College,Mopani South East TVET College - Central Office,Yes,Technical and vocational education and training,31.1404314,-23.9419008,CO COMBRETUM & HAARLEMSTR PHALABORWA PHALABORWA 1390,,,,,,,,,,,,,,,,,,,,
Letaba TVET College,Letaba TVET College - Central Office,Yes,Technical and vocational education and training,30.163479,-23.8323108,LETABA TVET COLLEGE - CENTRAL OFFICE 1 CLAUDE WHEATLEY STREET TZANEEN 0850,,,,,,,,,,,,,,,,,,,,
Sekhukhune TVET College,Sekhukhune TVET College - Central Office,Yes,Technical and vocational education and training,29.398692,-25.1673707,STAND NO. 676 MOTETEMA MOTETEMA 0473,,,,,,,,,,,,,,,,,,,,
Letaba TVET College,Letaba TVET College - Giyani Campus,,Technical and vocational education and training,30.7153534,-23.3162563,Letaba College - Giyani SECTION C INDUSTRIAL ROAD 0826,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Mavhoi Campus,,Technical and vocational education and training,30.0453004,-22.8898019,PLOT NO 2769 MAKONGOZA BIABA DZANANI 0920,,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Seshego Campus,,Technical and vocational education and training,29.3930966,-23.842124,PRIVATE BAG X 4008 SESHEGO SESHEGO 0742,,,,,,,,,,,,,,,,,,,,
Mopani South East TVET College,Mopani South East TVET College - Sir Val Duncan Campus,,Technical and vocational education and training,31.028437,-23.935701,CNR CALVIN NGOBENI & TAMBO NAMAKGALE NAMAKGALE 1391,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Makwarela Campus,,Technical and vocational education and training,30.4827445,-22.9430708,PORTION 15 OF 278 MPHAPHULI SIBASA  0970,,,,,,,,,,,,,,,,,,,,
Waterberg TVET College  Campus,Waterberg TVET College - Engineering And Skills Training Centre,,Technical and vocational education and training,29.4934795,-24.3048311,ZONE P STAND NO 10G LEBOWAKGOMO 0737,,,,,,,,,,,,,,,,,,,,
Lephalale TVET College,Lephalale TVET College - Modimolle Campus,,Technical and vocational education and training,28.4156555,-24.7107797,Le Grant Building c/o Nelson Mandela and Allen Street MODIMOLLE 0510,,,,,,,,,,,,,,,,,,,,
Waterberg TVET College  Campus,Waterberg TVET College - Thabazimbi Campus,,Technical and vocational education and training,27.3832619,-24.5717306,SKAG 4 RETABILE VILLAGE TIRISANO 0362,,,,,,,,,,,,,,,,,,,,
Sekhukhune TVET College,Sekhukhune TVET College - Cn Phatudi Campus,,Technical and vocational education and training,30.3109863,-24.5849976,STAND NO 2659 PRAKTISEER PRAKTISEER 1150,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Mashamba Campus,,Technical and vocational education and training,30.1242968,-23.2391385,STAND NO 19 MASHAMBA VILLAGE MASHAMBA  0920,,,,,,,,,,,,,,,,,,,,
Waterberg TVET College  Campus,Waterberg TVET College - Business Studies Centre,,Technical and vocational education and training,28.9790056,-24.1525856,C/O TECHNICAL AND LESEDING STREETS MAHWELERENG MAHWELERENG 0626,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Tshisimani Campus,,Technical and vocational education and training,30.3088398,-23.0553523,TSHAKHUMA LUVHALANI STREET TSHAKHUMA VILLAGE  0950,,,,,,,,,,,,,,,,,,,,
Lephalale TVET College,Lephalale TVET College - Lephalale  Campus,,Technical and vocational education and training,27.6882418,-23.6817366,C/O NELSON MANDELA NGOAKO RAMATLHODI ONVERWACHT 0557,,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Polokwane Campus,,Technical and vocational education and training,29.461925,-23.8917389,College Avenue POLOKWANE POLOKWANE 0699,,,,,,,,,,,,,,,,,,,,
Waterberg TVET College  Campus,Waterberg TVET College - It And Computer Science Centre,,Technical and vocational education and training,28.987268,-24.1494949,RUFUS SEAKAMELA STREET MAHWELERENG MAHWELERENG 0626,,,,,,,,,,,,,,,,,,,,
Letaba TVET College,Letaba TVET College - Tzaneen Campus,,Technical and vocational education and training,30.163479,-23.8323108,Letaba College - Tzaneen CLAUDE WHEATLEY STREET TZANEEN 0850,,,,,,,,,,,,,,,,,,,,
Sekhukhune TVET College,Sekhukhune TVET College - Cs Barlow Campus,,Technical and vocational education and training,29.398692,-25.1673707,STAND NO 676 MOTETEMA MOTETEMA 0473,,,,,,,,,,,,,,,,,,,,
Letaba TVET College,Letaba TVET College - Maake Campus,,Technical and vocational education and training,30.163482,-23.832272,Letaba College - Maake MAAKE HEADKRAAL TIKEYLINE 0850,,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Senwabarwana Campus,,Technical and vocational education and training,29.1325869,-23.28672,SENWABARWANA MAIN STREET SENWANARWANA SENWABARWANA 0790,,,,,,,,,,,,,,,,,,,,
Letaba TVET College,Letaba TVET College - Modjadji Community Campus,,Technical and vocational education and training,30.162745,-23.835692,1 CLAUDE WHEATLEY STREET TZANEEN  0850,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Thengwe Campus,,Technical and vocational education and training,30.5112239,-22.7499287,TSHANDAMA TSHILAMBA STREET TSHILAMBA VILLAGE  0970,,,,,,,,,,,,,,,,,,,,
Mopani South East TVET College,Mopani South East TVET College - Phalaborwa Campus,,Technical and vocational education and training,31.1417499,-23.9430668,CNR COMBRETUM & HAARLEM STREET PHALABORWA PHALABORWA 1390,,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Bokoni Campus,,Technical and vocational education and training,29.392088,-23.841879,R37 BURGERSFORT ROAD MASHISHING ATOK 0747,,,,,,,,,,,,,,,,,,,,
Capricorn TVET College,Capricorn TVET College - Ramokgopa Campus,,Technical and vocational education and training,29.8173116,-23.4676029,Next to Mokomene High Ramakgopa Ramokgopa 0811,,,,,,,,,,,,,,,,,,,,
Vhembe TVET College,Vhembe TVET College - Shingwedzi Campus,,Technical and vocational education and training,30.308833,-23.055242,SHINGWEDZI STREET MALAMULELE  0982,,,,,,,,,,,,,,,,,,,,
Mopani South East TVET College,Mopani South East TVET College - Mapulaneng Campus,,Technical and vocational education and training,31.048923,-24.597258,MAIN ROAD_TO MANYELETI NEXT TO ACORNHOEK POLICE STATION  1360,,,,,,,,,,,,,,,,,,,,
University of South Africa (MP),Middelburg,,University,29.4562,-25.75142,,,,,,,,,,,,,,,,,,,,,
University of South Africa (MP),Nelspruit ,Yes,University,30.97114,-25.4746,,,,,,,,,,,,,,,,,,,,,
University of Mpumalanga,Mbombela Campus,Yes,University,30.9715,-25.4342,,,,,,,,,,,,,,,,,,,,,
University of Mpumalanga,Siyabuswa Campus,,University,29.775,-25.12114,,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Central Office,Yes,Technical and vocational education and training,30.9790551,-25.4730192,29 BELL STREET NELSPRUIT  1200,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Central Office,Yes,Technical and vocational education and training,29.2162836,-25.8776815,Cnr Haig and Northey Street WITBANK WITBANK 1035,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Central Office,Yes,Technical and vocational education and training,29.2427698,-26.9517504,18 A PIET RETIEF STREET STANDERTON STANDERTON 2430,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Waterval Boven Campus,,Technical and vocational education and training,30.33575,-25.64418,1 PRESIDENT STREET WATERVAL BOVEN WATERVAL BOVEN 1195,,,,,,,,,,,,,,,,,,,,
