Institution,School Name,Main,Classification,Longitude,Latitude,Physical Address,Oral Pills (contraception),Injectables,IUDs  (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,Sexuality Transmitted Infections Screenings
Gert Sibande TVET College,Gert Sibande TVET College - Sibanesetfu Campus,,Technical and vocational education and training,30.8297947,-26.2432327,COMMUNITY ROAD STAND E1368 GLENMORE DUNDONALD 2336,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Barberton Campus,,Technical and vocational education and training,31.0485257,-25.785445,3074 GENERAL STREET BARBERTON  1300,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Mapulaneng Campus,,Technical and vocational education and training,31.0874925,-24.6056556,MAIN ROAD MANYELETI ACORNHOEK  1360,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Ermelo Campus,,Technical and vocational education and training,29.98599,-26.5424559,MEL MENTZ STREET ERMELO ERMELO 2350,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Evander Campus,,Technical and vocational education and training,29.108387,-26.468304,37 ROTTERDAM ROAD EVANDER EVANDER 2280,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Middelburg Campus,,Technical and vocational education and training,29.4739165,-25.7626213,1 BRUG STREET MIDDELBURG MIDDELBURG 1050,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Nelspruit Campus,,Technical and vocational education and training,30.9593854,-25.4736083,CNR KAAPSEHOOP RD & KORAALBOOM AVENUE NELSPRUIT 1200,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Standerton Campus,,Technical and vocational education and training,29.248637,-26.938514,2 KRUGER STREET STANDERTON STANDERTON 2430,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Mthimba Campus,,Technical and vocational education and training,31.1439303,-25.1309251,NUMBI ROAD HAZYVIEW  1242,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Cn Mahlangu,,Technical and vocational education and training,29.0401738,-25.1164852,TRAINING CENTRE ROAD INDUSTRIAL AREA SIYABUSWA 0472,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - Mlumati Campus,,Technical and vocational education and training,31.6907555,-25.6683248,TONGA ROAD KAMHLUSHWA TOWNSHIP MALELANE 1320,,,,,,,,,,,,,,,,,,,,
Ehlanzeni TVET College,Ehlanzeni TVET College - KaNyamazane Campus,,Technical and vocational education and training,31.1080244,-25.2234739,LIGOGOTE ROAD KANYAMAZANE  1214,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Witbank Campus,,Technical and vocational education and training,29.213671,-25.8735748,WITBANK COLLEGE CNR SMUTS AND ARRAS STREET WITBANK 1035,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Perdekop Campus,,Technical and vocational education and training,29.6076299,-27.15988,KOPPIE ALLEN PLOT NO 40 PERDEKOP 2465,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Balfour Campus,,Technical and vocational education and training,28.5929094,-26.6661014,110 MINNAAR STREET BALFOUR BALFOUR 2410,,,,,,,,,,,,,,,,,,,,
Nkangala TVET College,Nkangala TVET College - Mpondozankomo Campus,,Technical and vocational education and training,29.1655599,-25.8695305,1 SHONLAND DRIVE FERROBANK WITBANK 1039,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Secunda Mines,,Technical and vocational education and training,29.108387,-26.468304,37 ROTTERDAM ROAD EVANDER  2280,,,,,,,,,,,,,,,,,,,,
Gert Sibande TVET College,Gert Sibande TVET College - Sasol,,Technical and vocational education and training,29.108387,-26.468304,37 ROTTERDAM ROAD EVANDER  2280,,,,,,,,,,,,,,,,,,,,
University of South Africa (NW),Kimberley,Yes,University,24.75167,-28.73118,,,,,,,,,,,,,,,,,,,,,
"Sol Plaatje University, Northern Cape",CENTRAL OFFICE ,Yes,University,24.75163,-28.73118,,,,,,,,,,,,,,,,,,,,,
"Sol Plaatje University, Northern Cape",DIAMOND LODGE STUDENT RESIDENC,,University,24.75163,-28.73118,,,,,,,,,,,,,,,,,,,,,
"Sol Plaatje University, Northern Cape",MAIN CITY CAMPUS,,University,24.75163,-28.73118,,,,,,,,,,,,,,,,,,,,,
"Sol Plaatje University, Northern Cape",VC HOUSE,,University,24.75163,-28.73118,,,,,,,,,,,,,,,,,,,,,
"Sol Plaatje University, Northern Cape",WHITEWAYS - STUDENT RESIDENCE,,University,24.75163,-28.73118,,,,,,,,,,,,,,,,,,,,,
Northern Cape Urban TVET College,Northern Cape Urban TVET College - Moremogolo Campus,,Technical and vocational education and training,24.7137768,-28.7276324,777 Nobengula Str New Park GALESHEWE VILLAGE Kimberley 8345,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - De Aar Campus,,Technical and vocational education and training,24.0064961,-30.6635071,Van Riebeeck Street De Aar De Aar 7001,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Kathu Campus,,Technical and vocational education and training,23.0598151,-27.6980896,Hans Coetzee Avenue Kathu Kathu 8446,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Namaqualand Campus,,Technical and vocational education and training,17.8702347,-29.5838721,112  Main Road Okiep Okiep 8270,,,,,,,,,,,,,,,,,,,,
Northern Cape Urban TVET College,Northern Cape Urban TVET College - City Campus,,Technical and vocational education and training,24.768749,-28.744501,Cullinan Crescent KIMBERLEY  8301,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Upington Campus,,Technical and vocational education and training,21.257697,-28.439214,Steve Naude Street Upington Upington 8801,,,,,,,,,,,,,,,,,,,,
Northern Cape Urban TVET College,Northern Cape Urban TVET College - Central Office,Yes,Technical and vocational education and training,24.75628,-28.74452,37 Long Street Kimberley  8301,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Central Office,,Technical and vocational education and training,21.23931,-28.45974,16 Weideman Street Upington Upington 8801,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Kuruman Campus,,Technical and vocational education and training,23.4418175,-27.4775302,9 Voortrekker Street Kuruman Kuruman 8460,,,,,,,,,,,,,,,,,,,,
Northern Cape Rural TVET College,Northern Cape Rural TVET College - Business Unit Campus,,Technical and vocational education and training,21.24562,-28.45081,6 Morant Street Upington Upington 8801,,,,,,,,,,,,,,,,,,,,
North West University,Institutional Office,Yes,University,27.897,-26.681,,,,,,,,,,,,,,,,,,,,,
North West University,Mafikeng Campus,,University,25.6089,-26.82122,,,,,,,,,,,,,,,,,,,,,
North West University,Potchefstroom Campus,,University,27.81,-26.6872,,,,,,,,,,,,,,,,,,,,,
North West University,Vaal Triangle Campus,,University,27.87126,-26.7286,,,,,,,,,,,,,,,,,,,,,
University of South Africa (NW),Mafikeng,Yes,University,25.63116,-25.85143,,,,,,,,,,,,,,,,,,,,,
University of South Africa (NW),Potchefstroom,,University,27.874,-26.705,,,,,,,,,,,,,,,,,,,,,
University of South Africa (NW),Rustenburg,,University,27.23128,-25.6726,,,,,,,,,,,,,,,,,,,,,
Taletso TVET College,Taletso TVET College  - Central Office,Yes,Technical and vocational education and training,25.616304,-25.828953,DR ALBERT LUTHULI 2766 KGORA BUILDING MAFIKENG 2735,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Central Office,Yes,Technical and vocational education and training,26.668254,-26.866532,08 BRAM FISHER STREET KLERKSDORP  2570,,,,,,,,,,,,,,,,,,,,
Orbit TVET College,Orbit TVET College - Central Office,Yes,Technical and vocational education and training,27.249462,-25.674718,C/O FATIMA BHAYAT & BOSCH STR RUSTENBURG  0300,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Jouberton Campus,,Technical and vocational education and training,26.668252,-26.866377,PO BOX Street City 2574,,,,,,,,,,,,,,,,,,,,
Orbit TVET College,Orbit TVET College - Mankwe Campus,,Technical and vocational education and training,27.19772,-25.296065,STAND 230 UNIT 2 MOGWASE 0314,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Matlosana Campus,,Technical and vocational education and training,0,0,NO 2 SHAFT SIMMER AND JACK MINES STILFONTEIN 2575,,,,,,,,,,,,,,,,,,,,
Orbit TVET College,Orbit TVET College - Brits Campus,,Technical and vocational education and training,27.773422,-25.633822,REITZ STREET NORTH BRITS  0250,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Klerksdorp Campus,,Technical and vocational education and training,26.668272,-26.866416,C/O OR TAMBO & JOHN ORR ST KLERKSDORP OUDORP Klerksdorp 2571,,,,,,,,,,,,,,,,,,,,
Taletso TVET College,Taletso TVET College -Lehurutshe Campus,,Technical and vocational education and training,25.616306,-25.828917,TALETSO COLLEGE BETWEEN FIRE STATION AND HOSPITAL  2880,,,,,,,,,,,,,,,,,,,,
Taletso TVET College,Taletso TVET College - Lichtenburg Campus,,Technical and vocational education and training,26.159,-26.138,NO 1 CARROL STREET LICHTENBURG  2740,,,,,,,,,,,,,,,,,,,,
Taletso TVET College,Taletso TVET College - Mafikeng Campus,,Technical and vocational education and training,25.616287,-25.828892,PRIVATE BAG X128 MMABATHO  2735,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Potchefstroom Campus,,Technical and vocational education and training,27.090185,-26.705925,C/O AURET AND RETIEF STREET POTCHEFSTROOM IKAGENG Potchefstroom 2531,,,,,,,,,,,,,,,,,,,,
Orbit TVET College,Orbit TVET College - Rustenburg Campus,,Technical and vocational education and training,27.249466,-25.67478,C/O FATIMA BHAYAT & BOSCH STREET RUSTENBURG  0299,,,,,,,,,,,,,,,,,,,,
Vuselela TVET College,Vuselela TVET College - Taung Campus,,Technical and vocational education and training,26.668255,-26.86651,MAIN ROAD PUDIMOE Klerksdorp 2570,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,ATHLONE CAMPUS,,University,18.5515,-33.973,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,BELLVILLE CAMPUS (MAIN),Yes,University,18.6345,-33.92158,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,CAPE TOWN CAMPUS (MAIN),,University,18.42109,-33.92113,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,GEORGE CAMPUS,,University,22.45157,-33.9593,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,GRANGER BAY CAMPUS ,,University,18.40111,-33.88163,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,GROOTE SCHUUR HOSPITAL,,University,18.45116,-33.9378,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,MOWBRAY CAMPUS ,,University,18.4752,-33.93128,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,TYGERBERG:DENTAL & RADIOGRAPHY,,University,18.60118,-33.90111,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,WELLINGTON CAMPUS,,University,19.046,-33.6354,,,,,,,,,,,,,,,,,,,,,
Cape Peninsula University of Technology,WORCESTER CAMPUS,,University,19.4333,-33.6567,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Field Stations,,University,18.389,-33.7117,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Groote Schuur Hospitals,,University,18.45121,-33.9381,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Health Science Campus,,University,18.45163,-33.9393,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Hiddingh Campus,,University,18.40139,-33.92132,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Lower Campus,,University,18.4735,-33.9564,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Middle Campus,Yes,University,18.473,-33.9575,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Off Campus,,University,18.4736,-33.93136,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Off Campus 2,,University,18.4715,-33.9853,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Red Cross Hospital,,University,18.4847,-33.9542,,,,,,,,,,,,,,,,,,,,,
University of Cape Town,Upper Campus,,University,18.45108,-33.9576,,,,,,,,,,,,,,,,,,,,,
University of South Africa (WC),Cape Town ,Yes,University,18.58111,-33.9069,,,,,,,,,,,,,,,,,,,,,
University of South Africa (WC),George,,University,22.4592,-33.95125,,,,,,,,,,,,,,,,,,,,,
University of Stellenbosch,BELLVILLE PARK,,University,18.62101,-33.8813,,,,,,,,,,,,,,,,,,,,,
University of Stellenbosch,STELLENBOSCH,Yes,University,18.85132,-33.934,,,,,,,,,,,,,,,,,,,,,
University of Stellenbosch,TYGERBERG,,University,18.60124,-33.9076,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Barrington House,,University,18.4747,-33.9347,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Caltex/patriciahof residence,,University,18.62107,-33.9064,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Disahof residence,,University,18.60123,-33.90122,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Gorvalla Residence,,University,18.60123,-33.9012,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Hector Petersen Residence,,University,18.62158,-33.9297,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Jan S Marais Hospital,,University,18.62128,-33.9024,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Kwikbake Residence,,University,18.62108,-33.9064,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Lentegeur,,University,18.62109,-34.255,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Mitchells Plein Dental hospital ,,University,18.6214,-34.56,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Rector's House,,University,18.9817,-34.32,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Symphony Way Labs,,University,18.63,-33.93,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,Tygerberg Hospital,,University,18.60124,-33.90122,,,,,,,,,,,,,,,,,,,,,
University of Western Cape,UWC Main Campus,Yes,University,18.63,-33.93,,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - City Campus,,Technical and vocational education and training,18.424102,-33.926323,CNR BUITENKANT AND LONGMARKET STREET CAPE TOWN  8001,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - George Campus,,Technical and vocational education and training,22.462752,-33.961317,46 Hibernia Street George  6530,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Strand Campus,,Technical and vocational education and training,18.837227,-34.098428,71 AERODROME ROAD AERODROME WEG 71 STRAND 7140,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Mossel Bay Campus,,Technical and vocational education and training,22.097565,-34.184818,CNR ESSENHOUT & KREUPELHOUT STREET HEIDERAND  6500,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Oudtshoorn Campus,,Technical and vocational education and training,22.20817,-33.58638,48 ADDERLEY STREET OUDTSHOORN  6620,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Paarl Campus,,Technical and vocational education and training,18.967471,-33.72584,PLEINSTRAAT PAARL PAARL 7646,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Protea Campus,,Technical and vocational education and training,18.638,-33.901,80 VOORTREKKER ROAD BELLVILLE  7530,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Vredenburg Campus,,Technical and vocational education and training,17.996002,-32.913622,1 AKADEMIE STREET LOUWVILLE VREDENBURG 7380,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Muizenberg Campus,,Technical and vocational education and training,18.468618,-34.107586,False Bay TVET College - Muizenberg Campus York Road Muizenberg 7945,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Stellenbosch Campus,,Technical and vocational education and training,18.872731,-33.936187,VAN RIEBEECKSTRAAT STELLENBOSCH STELLENBOSCH 7600,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Bellville Campus,,Technical and vocational education and training,18.588,-33.908,SACKSON STREET BELLVILLE SOUTH  7530,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Tygerberg Campus,,Technical and vocational education and training,18.576132,-33.874056,ROTHCHILD BOULEVARD PANORAMA  7500,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Vredendal Campus,,Technical and vocational education and training,18.525838,-31.64526,HOERSKOOLWEG VREDENDAL-NOORD VREDENDAL 8160,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Pinelands Campus,,Technical and vocational education and training,18.505,-33.924,JAN SMUTS PINELANDS THE FIELDS Pinelands 7405,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Westlake Campus,,Technical and vocational education and training,18.440128,-34.077876,13 STIBITZ STREET WESTLAKE DRIVE WESTLAKE 7945,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Wingfield Campus,,Technical and vocational education and training,18.537598,-33.909245,SAS NAVEL BASE VANGUARD DRIVE GOODWOOD 7460,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Worcester Campus,,Technical and vocational education and training,19.436867,-33.655758,RAINIERSTRAAT WORCESTER WORCESTER 6850,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Crawford Campus,,Technical and vocational education and training,18.509877,-33.959645,CNR KROMBOOM AND BELGRAVIA ROAD CRAWFORD CRAWFORD 7760,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Atlantis (Protea) Campus,,Technical and vocational education and training,18.48525,-33.584878,Gerwyn Owen Street  Atlantis Industry 7349,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Khayelitsha Campus,,Technical and vocational education and training,18.653,-34.049,False Bay TVET College - Khayelitsha Campus Mew Way Khayelitsha 7783,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Citrusdal Campus,,Technical and vocational education and training,19.012316,-32.587249,101 KERK STREET CITRUSDAL  7340,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College  - Central Office,Yes,Technical and vocational education and training,18.729474,-33.465729,2 LOEDOLF STREET MALMESBURY  7300,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Central Office,Yes,Technical and vocational education and training,18.856037,-33.926667,BIRDSTRAAT 85 STELLENBOSCH STELLENBOSCH 7600,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Central Office,Yes,Technical and vocational education and training,22.465,-33.959,125 MITCHELL STREET GEORGE  6530,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Central Office,Yes,Technical and vocational education and training,18.636732,-33.90224,80 VOORTREKKER ROAD BELLVILLE  7530,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Central Office,Yes,Technical and vocational education and training,18.457382,-33.92827,334 ALBERT ROAD SALT RIVER  7925,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Central Office,Yes,Technical and vocational education and training,18.440113,-34.07797,False Bay TVET College 131 Main Road Muizenberg 7945,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Guguletu Campus,,Technical and vocational education and training,18.562326,-33.976109,CORNER OF NY1 & NGAMBU STREET GUGULRTU GUGULETU 7751,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Caledon Campus,,Technical and vocational education and training,19.446,-34.24,KOALISIE STREET BERGSIG CALEDON 7230,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Beaufort West Campus,,Technical and vocational education and training,22.574322,-32.364791,CNR DE VRIES & VAN SCHALKWYK STREETS BEAUFORT WEST  6970,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Thornton Campus,,Technical and vocational education and training,18.532645,-33.925698,CORNER CEDAR AND POPLAR ROAD THORNTON THORNTON 7485,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Wynberg Campus,,Technical and vocational education and training,18.475,-34.003,BROAD ROAD WYNBERG CLAREMONT Cape Town 7735,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Gardens Campus,,Technical and vocational education and training,18.415,-33.935,BREDA STREET GARDENS Cape Town  8001,,,,,,,,,,,,,,,,,,,,
College of Cape Town for TVET,College of Cape Town for TVET - Athlone Campus,,Technical and vocational education and training,18.509908,-33.959623,CNR PROTEA AND ELAND STREET ATHLONE  7760,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Bitou Campus,,Technical and vocational education and training,23.317034,-34.04582,N2 KWANOKUTHULA PLETTENBERG BAY  6600,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Fish Hoek Campus,,Technical and vocational education and training,18.424378,-34.137565,False Bay TVET College - Fish Hoek Campus Corner 7th Avenue & Kommetjie Road Fish Hoek 7975,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Hessequa Campus,,Technical and vocational education and training,21.25675,-34.100496,VARKEVISSER STREET RIVERSDAL  6670,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Belhar Campus,,Technical and vocational education and training,18.635272,-33.937336,PROTON ROAD BELHAR  7493,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Goodwood Campus,,Technical and vocational education and training,18.63525,-33.937342,C/O DIRKIE UYS & MERRIMAN STREET GOODWOOD  7460,,,,,,,,,,,,,,,,,,,,
Boland TVET College,Boland TVET College - Kleinmond Campus,,Technical and vocational education and training,19.019,-34.339,MTHIMKHULU MAIN RD KLEINMOND 7195,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Mitchells Plain Campus,,Technical and vocational education and training,18.617,-34.054,False Bay TVET College - Mitchell's Plain Campus Spine Road Rocklands 7785,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Atlantis Campus,,Technical and vocational education and training,18.485224,-33.584897,CNR CHARL UYS DRIVE & NIEL HARE STREET ATLANTIS INDUSTRIA ATLANTIS 7349,,,,,,,,,,,,,,,,,,,,
False Bay TVET College,False Bay TVET College - Pollsmoor Correctional Services Campus,,Technical and vocational education and training,18.433,-34.068,POLLSMOOR CORRECTIONAL CENTRE STEENBERG ROAD  7966,,,,,,,,,,,,,,,,,,,,
Northlink TVET College,Northlink TVET College - Parow Campus,,Technical and vocational education and training,18.585,-33.911,CONNAUGHT ROAD PAROW VALLEY  7503,,,,,,,,,,,,,,,,,,,,
West Coast TVET College,West Coast TVET College - Malmesbury Campus,,Technical and vocational education and training,18.729,-33.465,6 CHURCH STREET MALMESBURY  7300,,,,,,,,,,,,,,,,,,,,
South Cape TVET College,South Cape TVET College - Outeniqua Campus,,Technical and vocational education and training,22.489,-33.996,540 Ntaka Street  Thembalethu 6529,,,,,,,,,,,,,,,,,,,,
